genre,main_genre,artists,degree,strength,betweenness,hits_hub,hits_authority
grunge pop,POP,6,4,10,0,9.770556819984275e-4,9.770556819984277e-4
horror punk,ROCK,6,4,10,0,2.236684945018964e-4,2.2366849450189622e-4
ambient folk,ELECTRONIC,4,4,10,0,0.0017395931921356442,0.0017395931921356438
boston punk,ROCK,3,4,10,0,1.4770170921519403e-4,1.4770170921519422e-4
mod revival,ROCK,2,4,10,0,0.0018723163764290235,0.0018723163764290222
swedish alternative rock,ROCK,2,4,10,948,0.0011942973589261414,0.0011942973589261405
north carolina indie,ROCK,1,5,10,0,0.0016844078117440148,0.0016844078117440144
power thrash,METAL,1,5,10,0,4.078271283593261e-4,4.0782712835932576e-4
smooth soul,R&B,3,4,10,0,2.775638530449853e-4,2.7756385304498614e-4
brighton indie,ROCK,2,5,10,0,0.00231585839129968,0.0023158583912996776
avantgarde metal,METAL,2,5,10,948,1.7122038567823183e-5,1.712203856782313e-5
italian progressive rock,ROCK,2,5,10,0,0.0011869022861253702,0.0011869022861253694
icelandic pop,POP,1,5,10,0,5.97612336851648e-4,5.976123368516481e-4
eau claire indie,ROCK,2,5,10,0,0.0017568462859469335,0.0017568462859469333
uk funky,ELECTRONIC,2,5,10,0,2.526513857567058e-4,2.526513857567058e-4
indy indie,ROCK,2,5,10,0,9.440731980752248e-4,9.44073198075224e-4
ragga,OTHER,1,3,10,0,1.1660695431230421e-7,1.1660695431193462e-7
orchestra,CLASSICAL,5,2,10,0,1.189122042140803e-10,1.1891220364462063e-10
korean pop,POP,5,2,10,948,1.042181228149692e-6,1.0421812281499475e-6
theme,OTHER,5,3,10,0,6.350440506576895e-7,6.35044050657391e-7
post-disco soul,ROCK,3,3,10,0,4.347266826264152e-4,4.347266826264153e-4
rare groove,JAZZ,12,4,10,0,3.6466795359999036e-4,3.6466795359999064e-4
spiritual jazz,JAZZ,1,5,10,0,1.8027104398315956e-5,1.8027104398315536e-5
western mass indie,ROCK,1,5,10,0,0.0012110498097781014,0.0012110498097781014
n,OTHER,1,5,10,0,3.0315175621674773e-4,3.031517562167476e-4
urbano latino,OTHER,1,3,10,0,4.525796681994292e-6,4.5257966819942135e-6
baile pop,POP,8,3,9,4695,2.743891125870052e-9,2.743891125618743e-9
merengue,LATIN,2,3,9,0,8.889151548653964e-6,8.889151548653317e-6
free improvisation,JAZZ,3,3,9,0,2.4141828459210027e-6,2.414182845921169e-6
ragtime,JAZZ,2,4,9,0,9.146127872138427e-6,9.146127872137624e-6
rap latina,HIP HOP,2,4,9,0,1.0050894084207671e-4,1.005089408420765e-4
drone,AVANT-GARDE,2,4,9,0.3333333333333333,1.2445744513072219e-5,1.2445744513071845e-5
swamp blues,BLUES,1,4,9,0,2.79186404062871e-4,2.791864040628709e-4
grindcore,METAL,1,4,9,0,3.011635740113349e-5,3.011635740113325e-5
texas pop punk,ROCK,1,3,9,0,1.772932242427899e-4,1.7729322424278986e-4
stomp pop,POP,1,3,9,0,0.0023015681905512887,0.002301568190551285
wonky,ELECTRONIC,2,4,9,0,9.250071952047154e-5,9.250071952047169e-5
classical soprano,CLASSICAL,6,2,8,0,1.2758324653897347e-6,1.2758324653901458e-6
mande pop,POP,3,2,8,0,8.497627696761479e-7,8.497627696757938e-7
disney,CLASSICAL,4,3,8,0,4.103890577099596e-5,4.103890577099586e-5
boston hip hop,HIP HOP,4,3,8,0,1.482433110308052e-4,1.4824331103080522e-4
chanson,POP,10,3,8,1895,1.2581538721141782e-6,1.258153872114682e-6
kirtan,NEW AGE,3,3,8,0,1.4157910283335477e-8,1.4157910283257136e-8
canadian electronic,ELECTRONIC,1,3,8,0,1.773728368020903e-5,1.773728368020896e-5
celtic punk,ROCK,1,3,8,0,1.3494849924180794e-4,1.3494849924180783e-4
dmv rap,HIP HOP,1,3,8,0,2.645093804134243e-4,2.64509380413425e-4
dfw rap,HIP HOP,3,3,8,0,2.0900623289077738e-4,2.090062328907771e-4
mariachi,LATIN,2,3,8,0,2.039645176215037e-6,2.039645176215237e-6
microhouse,ELECTRONIC,1,4,8,0,2.5487103490459234e-4,2.5487103490459277e-4
german dance,ELECTRONIC,2,4,8,0,2.288657223431625e-4,2.2886572234316242e-4
meditation,NEW AGE,3,3,8,0,1.4157910283277377e-8,1.415791028325725e-8
english indie rock,ROCK,2,4,8,0,0.001357141895727587,0.001357141895727587
chicago pop punk,ROCK,2,4,8,0,9.506631186775603e-5,9.506631186775622e-5
australian psych,OTHER,1,4,8,0,0.002023225825027619,0.002023225825027618
cyberpunk,ROCK,3,4,8,0,2.33744890043556e-4,2.3374489004355614e-4
swedish doom metal,METAL,1,4,8,0,2.453396380175324e-4,2.453396380175324e-4
dark cabaret,OTHER,2,4,8,0,6.747660501523134e-4,6.747660501523132e-4
dutch metal,METAL,2,4,8,0,3.1402451399099016e-5,3.140245139909848e-5
aussietronica,ELECTRONIC,3,4,8,0,1.837098680916465e-5,1.8370986809164685e-5
electro latino,LATIN,1,4,8,0,6.2983438511018534e-6,6.298343851101763e-6
afro r&b,OTHER,1,3,8,0,2.3467371728333234e-6,2.3467371728334237e-6
dance,OTHER,1,2,8,0,1.298696683999257e-4,1.2986966839992562e-4
orchestral performance,CLASSICAL,5,2,8,0,1.0186647609622795e-10,1.0186647586408412e-10
vintage italian soundtrack,CLASSICAL,5,2,8,0,6.105951285456391e-7,6.105951285458827e-7
rumba,LATIN,5,2,8,0,1.482818276412669e-11,1.4828182617679124e-11
reggae rock,ROCK,7,3,8,948,9.823921300944955e-5,9.823921300944956e-5
thrash core,METAL,3,3,8,0,1.0355849978414198e-4,1.035584997841419e-4
vintage jazz,JAZZ,2,4,8,0,8.834687734703893e-6,8.834687734704233e-6
sci-fi metal,METAL,1,4,8,0,1.8835861042605405e-5,1.883586104260559e-5
uk reggae,REGGAE,2,4,8,0,9.59413667372016e-7,9.59413667372105e-7
virginia metal,METAL,2,4,8,0,6.165147295560007e-4,6.165147295560009e-4
welsh metal,METAL,2,4,8,0,6.312077916867201e-4,6.312077916867206e-4
steampunk,ROCK,2,4,8,0,6.747660501523132e-4,6.747660501523132e-4
new beat,ELECTRONIC,1,4,8,0,8.400242176342468e-5,8.400242176342402e-5
trap,OTHER,1,2,8,0,2.6027783864473965e-4,2.6027783864474084e-4
a cappella,POP,15,3,7,1895,5.244582344877432e-6,5.244582344877204e-6
brazilian hip hop,HIP HOP,7,3,7,948,1.7204531558851094e-14,1.7204302685699303e-14
italian soundtrack,CLASSICAL,4,2,7,0,4.889151535894938e-7,4.889151535893393e-7
latin alternative,ROCK,3,3,7,0,2.654395463175879e-6,2.654395463175789e-6
alabama indie,ROCK,2,3,7,0,0.0013735961762672535,0.0013735961762672527
c86,ROCK,6,3,7,0,5.423422631248524e-4,5.423422631248521e-4
gothic alternative,ROCK,2,3,7,0,1.4902745981862729e-5,1.490274598186246e-5
classic swedish pop,POP,8,3,7,948,7.398920569063389e-5,7.398920569063366e-5
french soundtrack,CLASSICAL,3,3,7,0,5.700840164241526e-7,5.700840164238003e-7
technical thrash,METAL,1,3,7,0,1.191546620406004e-4,1.1915466204059986e-4
deep freestyle,ELECTRONIC,7,1,6,0,1.2151059071734769e-5,1.2151059071734533e-5
horrorcore,HIP HOP,5,2,6,0,1.6682912691770902e-4,1.66829126917709e-4
classic schlager,POP,5,2,6,0,0,3.2970479165402977e-22
flamenco guitar,LATIN,3,2,6,0,8.915872275776712e-12,8.915872277010556e-12
j-pop girl group,POP,2,2,6,0,7.819552800263483e-7,7.819552800260957e-7
christian hard rock,ROCK,2,2,6,0,2.2796915592191602e-5,2.2796915592191606e-5
duluth indie,ROCK,1,3,6,0,0.001129034023616015,0.0011290340236160144
australian indie,ROCK,4,3,6,0,1.815243699814512e-5,1.8152436998144822e-5
bass house,ELECTRONIC,3,3,6,0,2.0958871143685808e-5,2.095887114368575e-5
dutch hip hop,HIP HOP,2,3,6,2,3.8554332466893513e-20,1.4546691766068962e-22
bboy,HIP HOP,3,3,6,0,1.0424508555055221e-4,1.0424508555055259e-4
boogie-woogie,JAZZ,1,3,6,0,2.90992850547431e-4,2.909928505474307e-4
focus,OTHER,2,2,6,0,3.0048759718053848e-6,3.004875971805213e-6
canzone napoletana,OTHER,1,3,6,0,1.2682569427269625e-6,1.2682569427269144e-6
rock cristiano,ROCK,1,3,6,0,1.0149763426561538e-5,1.0149763426561655e-5
classic psychedelic rock,ROCK,2,3,6,0,6.466544996189995e-4,6.466544996189994e-4
italian disco,ELECTRONIC,6,3,6,0,1.2493910276883917e-4,1.2493910276883914e-4
uk contemporary r&b,R&B,1,3,6,0,1.340064719083597e-4,1.3400647190835985e-4
rhode island indie,ROCK,1,3,6,0,8.368666411760501e-4,8.368666411760499e-4
auckland indie,ROCK,1,3,6,0,2.8222236395241676e-4,2.822223639524169e-4
canadian pop punk,ROCK,1,3,6,0,2.619059696130307e-4,2.619059696130311e-4
cedm,ELECTRONIC,1,3,6,0,4.997501156855024e-6,4.99750115685487e-6
buffalo ny metal,METAL,3,3,6,0,3.6609269180920305e-5,3.660926918092055e-5
instrumental math rock,ROCK,2,3,6,0,2.360660110758011e-5,2.360660110757973e-5
glitch,ELECTRONIC,1,3,6,0,1.1650668659613839e-5,1.1650668659613876e-5
soul flow,R&B,2,3,6,0,8.50912826163023e-5,8.509128261630264e-5
pop reggaeton,POP,1,3,6,0,6.003223240000541e-6,6.003223240000334e-6
pittsburgh rap,HIP HOP,2,3,6,0,1.9814562129944225e-4,1.981456212994428e-4
afropiano,OTHER,1,3,6,0,1.70463798546586e-6,1.704637985465842e-6
deep contemporary country,COUNTRY,5,1,6,0,2.7101897380912628e-5,2.7101897380912353e-5
strut,OTHER,3,2,6,0,3.172802250266906e-4,3.172802250266907e-4
minimal,ELECTRONIC,1,3,6,0,1.1562184191449708e-5,1.1562184191449335e-5
vapor twitch,ELECTRONIC,1,3,6,0,5.221357987153118e-6,5.2213579871532095e-6
tracestep,ELECTRONIC,2,3,6,0,8.165609496650533e-6,8.165609496650335e-6
new england americana,COUNTRY,1,3,6,0,0.0010544227940536735,0.001054422794053673
shamanic,NEW AGE,2,3,6,0,9.44908785808945e-9,9.449087857827736e-9
melbourne bounce,ELECTRONIC,1,3,6,0,1.4406013343057186e-5,1.4406013343056939e-5
glitch hop,ELECTRONIC,1,3,6,0,1.1650668659613658e-5,1.1650668659613876e-5
antiviral pop,POP,6,1,5,0,5.2423465535679257e-5,5.242346553567916e-5
australian alternative rock,ROCK,6,1,5,0,4.691291127918817e-5,4.691291127918801e-5
deep southern soul,R&B,10,1,5,0,1.0189222634400825e-4,1.018922263440082e-4
jazz vibraphone,JAZZ,2,2,5,0,2.9790296795698408e-5,2.9790296795698394e-5
j-pop,POP,2,2,5,0,1.0111425259106948e-19,0
channel pop,POP,4,2,5,0,5.138666949724786e-5,5.138666949724784e-5
chillhop,ELECTRONIC,4,2,5,948,1.1142856882282922e-5,1.1142856882282873e-5
filmi,CLASSICAL,1,2,5,0,0,3.0640172308373524e-22
classic praise,R&B,3,2,5,0,3.399952556094291e-6,3.399952556094411e-6
german soundtrack,CLASSICAL,5,2,5,0,2.6560403161703136e-8,2.6560403161366057e-8
k-indie,ROCK,3,2,5,0,2.9967972578576314e-7,2.9967972578574636e-7
dixieland,JAZZ,1,2,5,0,7.739496245694972e-7,7.73949624569136e-7
deep new wave,ROCK,10,2,5,0,5.136005138226582e-4,5.136005138226578e-4
new jersey punk,ROCK,1,2,5,0,9.33873581315473e-5,9.338735813154702e-5
modern bollywood,CLASSICAL,1,2,5,0,9.690680220620185e-20,1.125330375017432e-22
liquid funk,R&B,1,2,5,0,1.5609923830218727e-5,1.56099238302185e-5
schlager,POP,3,2,5,0,1.6480555864573247e-19,0
latin talent show,LATIN,2,2,5,0,2.981067056407651e-6,2.981067056407683e-6
j-rock,ROCK,2,2,5,0,0,2.0228597783801007e-22
volksmusik,FOLK,3,2,5,0,0,2.1980319443601983e-22
world fusion,JAZZ,1,2,5,948,6.662673012694913e-9,6.662673012313165e-9
uk americana,COUNTRY,1,2,5,0,0.0014440717344139811,0.001444071734413981
funk das antigas,R&B,2,2,5,0,3.685332932400846e-12,3.685333172180241e-12
scottish singer-songwriter,FOLK,2,2,5,0,8.49608741780056e-4,8.496087417800557e-4
azonto,FOLK,2,2,5,0,6.312212843693832e-7,6.312212843694389e-7
electro swing,JAZZ,4,1,4,0,1.1145315176691318e-6,1.1145315176692174e-6
adoracao,OTHER,3,2,4,0,0,2.222712849650608e-22
brazilian gospel,LATIN,2,2,4,0,0,2.222712849650608e-22
afro dancehall,REGGAE,2,2,4,0,4.212814782975192e-7,4.2128147829777087e-7
anime,OTHER,2,2,4,0,0,1.3485731855867337e-22
avant-garde,AVANT-GARDE,3,2,4,0,1.0952322080676697e-6,1.0952322080674717e-6
basshall,ELECTRONIC,3,2,4,0,0,1.8640518857162907e-22
jazz cubano,LATIN,1,2,4,0,1.2452784484832685e-7,1.2452784484810643e-7
louvor,R&B,1,2,4,0,4.720210685857921e-6,4.720210685857867e-6
horror synth,ELECTRONIC,2,2,4,0,2.553776676791632e-7,2.5537766767889925e-7
family gospel,R&B,2,2,4,0,4.4522857421598116e-5,4.452285742159805e-5
military rap,HIP HOP,2,2,4,0,8.806716468627351e-6,8.806716468627414e-6
deep tropical house,LATIN,2,2,4,0,2.2811859797013753e-5,2.281185979701384e-5
epic doom,METAL,1,2,4,0,2.880659509997438e-5,2.8806595099974227e-5
future garage,ROCK,1,2,4,0,3.3772955623081764e-4,3.377295562308177e-4
german pop,POP,3,2,4,0,7.058426414156803e-4,7.058426414156798e-4
mexican rock,ROCK,1,2,4,0,2.44294388766304e-7,2.442943887663723e-7
retro soul,R&B,1,2,4,0,2.2035653335768766e-4,2.2035653335768801e-4
dutch rock,ROCK,2,2,4,948,1.028136691736974e-5,1.0281366917369613e-5
alternative roots rock,ROCK,6,2,4,0,2.9404496797235264e-4,2.9404496797235286e-4
uk alternative pop,POP,1,2,4,0,1.1861316347914946e-4,1.1861316347914982e-4
gauze pop,POP,2,2,4,0,1.6245681786663542e-4,1.6245681786663588e-4
south african jazz,JAZZ,1,2,4,0,4.248813848381289e-7,4.248813848378969e-7
midwest rap,OTHER,1,2,4,0,1.2944163250178377e-4,1.2944163250178418e-4
classify,OTHER,5,1,4,0,2.0415126889152482e-5,2.041512688915246e-5
naija worship,R&B,4,1,4,0,7.58881334083848e-7,7.588813340837183e-7
k-pop boy group,POP,4,1,4,0,5.95189541921554e-7,5.951895419214005e-7
new age piano,NEW AGE,4,1,4,0,5.645133876692274e-6,5.645133876692184e-6
rock gospel brasileiro,ROCK,2,2,4,0,1.6665610062475377e-19,0
uk pop punk,ROCK,2,2,4,0,5.570235864279324e-5,5.5702358642793235e-5
laboratorio,OTHER,2,2,4,0,2.268392163960067e-4,2.2683921639600648e-4
dutch urban,HIP HOP,2,2,4,0,1.0120983845807712e-19,5.1420385970039525e-23
pop romantico,POP,2,2,4,0,1.9842772304525083e-6,1.9842772304524956e-6
violin,CLASSICAL,2,2,4,39,1.0207597332086332e-5,1.020759733208638e-5
funk ostentacao,R&B,2,2,4,0,1.720432006332994e-14,1.7204233632940837e-14
zapstep,ELECTRONIC,2,2,4,0,4.936769336884697e-6,4.9367693368847365e-6
sufi,NEW AGE,1,2,4,0,8.437579881021395e-20,1.2924579038799467e-22
vintage french electronic,ELECTRONIC,1,2,4,0,1.4454612898725155e-4,1.4454612898725163e-4
classical piano,CLASSICAL,3,2,4,0,3.409145549986877e-11,3.4091455561073e-11
progressive deathcore,METAL,1,2,4,0,1.555897213206095e-5,1.5558972132060752e-5
olympia wa indie,ROCK,1,2,4,0,2.9635891089596996e-4,2.9635891089596975e-4
electra,ELECTRONIC,1,2,4,0,8.138742052532096e-6,8.13874205253201e-6
mexican hip hop,HIP HOP,2,2,4,0,2.07549218282962e-6,2.075492182829629e-6
vegas indie,ROCK,1,2,4,0,5.2424827160485e-4,5.24248271604849e-4
trash rock,ROCK,2,2,4,0,2.9028387321068644e-4,2.9028387321068655e-4
brazilian edm,LATIN,12,1,3,0,0,2.036956509820928e-22
canadian soundtrack,CLASSICAL,4,1,3,0,1.72962893129336e-8,1.7296289312762447e-8
instrumental post-rock,ROCK,1,1,3,0,1.6932506910320173e-5,1.6932506910320038e-5
comedienne,OTHER,5,1,3,0,5.457169262353401e-7,5.457169262351649e-7
musical theatre,OTHER,1,1,3,0,1.72962893129271e-8,1.7296289312762447e-8
college a cappella,OTHER,3,1,3,0,1.0492145674803553e-8,1.0492145674814545e-8
early modern classical,CLASSICAL,2,1,3,0,3.059183794420814e-13,3.0591811435114524e-13
trap brasileiro,HIP HOP,2,1,3,0,3.465756675542105e-17,3.4418842056836555e-17
nova mpb,LATIN,1,1,3,0,4.115764885969095e-9,4.115764885838513e-9
brazilian house,LATIN,3,1,3,0,1.0181888890785747e-19,0
ontario indie,ROCK,3,1,3,0,3.962120072370494e-5,3.962120072370486e-5
french rock,ROCK,3,1,3,0,2.517022870336847e-9,2.5170228703621304e-9
lo-fi beats,ELECTRONIC,3,1,3,0,2.2292047288855193e-8,2.2292047288897038e-8
gospel rap,HIP HOP,3,1,3,0,9.75404359858287e-8,9.754043598584552e-8
late romantic era,CLASSICAL,3,1,3,0,3.0591821284066695e-13,3.0591811435114524e-13
traditional swing,JAZZ,1,1,3,0,8.435930786762227e-6,8.43593078676231e-6
swedish indie rock,ROCK,1,1,3,0,2.389273548376821e-6,2.389273548376748e-6
australian talent show,POP,3,1,3,0,2.1620693441043573e-5,2.1620693441043586e-5
ye ye,POP,3,1,3,0,2.5170228704293806e-9,2.5170228703621304e-9
acoustic punk,ROCK,3,1,2,0,6.189550270482591e-7,6.189550270482163e-7
american modern classical,CLASSICAL,5,1,2,0,2.0394540765627858e-13,2.0394540956743014e-13
athens indie,ROCK,1,1,2,0,7.103852764602666e-4,7.103852764602665e-4
brazilian rock,ROCK,2,1,2,0,2.7438432572770806e-9,2.7438432572256755e-9
nordic soundtrack,CLASSICAL,2,1,2,0,1.1530859541846596e-8,1.153085954184163e-8
brutal deathcore,METAL,2,1,2,0,1.8440130697875803e-6,1.8440130697876489e-6
bubble trance,ELECTRONIC,3,1,2,0,2.9301915466655214e-6,2.9301915466655654e-6
classic danish pop,POP,3,1,2,0,0,2.010752406302106e-22
canadian celtic,FOLK,3,1,2,0,3.558855979366608e-8,3.558855979370251e-8
swedish tropical house,LATIN,2,1,2,0,1.539330842920997e-5,1.5393308429210042e-5
jamtronica,ELECTRONIC,1,1,2,0,5.164171149415242e-20,7.560525183200857e-23
new french touch,ELECTRONIC,1,1,2,0,4.273479569281171e-6,4.273479569281179e-6
sitar,CLASSICAL,1,1,2,0,8.886088669477574e-12,8.88608869571599e-12
nordic post-rock,ROCK,1,1,2,0,1.1288337940213383e-5,1.1288337940213357e-5
jazz violin,JAZZ,4,1,2,0,2.563221957814166e-5,2.5632219578141634e-5
monastic,CLASSICAL,2,1,2,0,3.0541155131502564e-20,4.289103704135424e-24
bmore,ELECTRONIC,2,1,2,0,9.482750006560621e-5,9.482750006560641e-5
american post-rock,ROCK,1,1,2,0,1.1288337940213408e-5,1.1288337940213357e-5
comedy rock,ROCK,1,1,2,0,2.0969386214271537e-5,2.0969386214271666e-5
british jazz,JAZZ,2,1,2,0,4.637088838218146e-5,4.63708883821815e-5
atmospheric black metal,METAL,2,1,2,0,2.283587279078823e-8,2.2835872790882487e-8
baroque ensemble,CLASSICAL,2,1,2,0,3.388751023274466e-11,3.388751015150557e-11
danish alternative rock,ROCK,1,1,2,0,1.31432941006402e-4,1.314329410064018e-4
danish pop,POP,2,1,2,0,9.482750006560616e-5,9.482750006560641e-5
dutch indie,ROCK,2,1,2,0,1.3712385129407245e-8,1.3712385129342243e-8
jawaiian,REGGAE,3,1,2,0,1.3102284301441023e-7,1.3102284301450505e-7
k-hop,POP,1,1,2,0,2.975947709607978e-7,2.9759477096070027e-7
lds youth,OTHER,1,1,2,0,1.1592228382634141e-4,1.159222838263414e-4
australian country,COUNTRY,2,1,2,0,3.8681820959102156e-5,3.868182095910226e-5
classic italian pop,POP,3,1,2,0,0,0
neo-rockabilly,ROCK,3,1,2,0,9.586698209234223e-5,9.586698209234222e-5
light music,CLASSICAL,4,1,2,0,2.5929987199058894e-5,2.5929987199058992e-5
fidget house,ELECTRONIC,1,1,2,0,4.216578652156493e-6,4.2165786521565246e-6
oakland indie,ROCK,2,1,2,0,9.172770041160424e-6,9.172770041160474e-6
cello,CLASSICAL,1,1,2,0,1.020756344457616e-5,1.020756344457623e-5
post-romantic era,ROCK,1,1,2,0,2.0394539838535326e-13,2.0394540956743014e-13
dansktop,POP,1,1,2,0,1.507635839729928e-19,0
stomp and flutter,OTHER,1,1,2,0,2.693953970654301e-4,2.6939539706543025e-4
wisconsin indie,ROCK,2,1,2,0,2.693953970654301e-4,2.6939539706543025e-4
classical era,CLASSICAL,2,1,2,0,2.0394536597274574e-13,2.0394540956743014e-13
early romantic era,CLASSICAL,2,1,2,0,2.0394540465732066e-13,2.0394540956743014e-13
italo house,ELECTRONIC,1,1,2,0,7.105424037690579e-6,7.105424037690606e-6
dutch pop,POP,4,1,2,0,7.859352692923126e-21,5.1420385970039525e-23
futurepop,POP,1,1,2,0,3.905240676088374e-7,3.905240676087911e-7
livetronica,ELECTRONIC,1,1,2,0,5.668782838528016e-20,6.887518385807767e-23
witch house,ELECTRONIC,1,1,2,0,1.8558055463541696e-4,1.85580554635417e-4
go-go,R&B,2,1,2,0,1.0950823852628136e-4,1.0950823852628161e-4
zydeco,FOLK,1,1,2,0,2.1587467114243384e-6,2.158746711424355e-6
nwocr,ROCK,2,1,2,0,9.393290764288374e-6,9.393290764288379e-6
rosary,OTHER,2,1,2,0,3.215913826290062e-21,4.0733113099059495e-23
christian a cappella,R&B,2,1,2,0,6.994763783264358e-9,6.994763783209696e-9
uk doom metal,METAL,1,1,2,0,2.3365921869328484e-5,2.3365921869328596e-5
toronto indie,ROCK,1,1,2,0,4.891243053024762e-4,4.891243053024762e-4
vancouver metal,METAL,1,1,2,0,1.7058852473209405e-5,1.7058852473209463e-5
neue deutsche harte,METAL,1,1,2,0,3.420008246048257e-5,3.420008246048246e-5
transpop,POP,2,1,2,0,1.8399898828347106e-4,1.8399898828347098e-4
early music,CLASSICAL,1,1,2,0,2.0394542396863077e-13,2.0394540956743014e-13
italo dance,ELECTRONIC,1,1,2,0,2.930191546665654e-6,2.9301915466655654e-6
san diego rap,HIP HOP,1,1,2,0,4.172608757355322e-6,4.172608757355329e-6
detroit trap,HIP HOP,2,1,2,0,2.15002763703081e-6,2.1500276370307824e-6
pop nacional,POP,1,1,2,0,2.743843257124547e-9,2.7438432572256755e-9
italian pop,POP,2,1,2,0,0,0
vintage swedish pop,POP,2,1,2,0,9.868031089626399e-8,9.868031089621374e-8
deep talent show,POP,13,1,2,0,3.8681820959102116e-5,3.868182095910226e-5
country hip hop,OTHER,1,1,2,0,7.139535427399452e-5,7.139535427399456e-5
memphis rap,OTHER,1,1,2,0,6.541810307147795e-5,6.541810307147833e-5
