from,to,weight,year
acoustic blues,rhythm and blues,0,2009
acoustic blues,rhythm and blues,0,2010
acoustic blues,rhythm and blues,0,2011
acoustic blues,rhythm and blues,0,2012
acoustic blues,rhythm and blues,0,2013
acoustic blues,rhythm and blues,0,2014
acoustic blues,rhythm and blues,0,2015
acoustic blues,rhythm and blues,0,2016
acoustic blues,rhythm and blues,0,2017
acoustic blues,rhythm and blues,0,2018
acoustic blues,rhythm and blues,0,2019
acoustic blues,rhythm and blues,0,2020
acoustic blues,rhythm and blues,0,2021
acoustic blues,rhythm and blues,0,2022
acoustic blues,rhythm and blues,0,2023
acoustic blues,soul,0,2000
acoustic blues,soul,0,2001
acoustic blues,soul,0,2002
acoustic blues,soul,0,2003
acoustic blues,soul,0,2004
acoustic blues,soul,0,2005
acoustic blues,soul,0,2006
acoustic blues,soul,0,2007
acoustic blues,soul,0,2008
acoustic blues,soul,0,2009
acoustic blues,soul,0,2010
acoustic blues,soul,0,2011
acoustic blues,soul,0,2012
acoustic blues,soul,0,2013
acoustic blues,soul,0,2014
acoustic blues,soul,0,2015
acoustic blues,soul,0,2016
acoustic blues,soul,0,2017
acoustic blues,soul,0,2018
acoustic blues,soul,0,2019
acoustic blues,soul,0,2020
acoustic blues,soul,0,2021
acoustic blues,soul,0,2022
acoustic blues,soul,0,2023
acoustic blues,traditional blues,0,2000
acoustic blues,traditional blues,0,2001
acoustic blues,traditional blues,0,2002
acoustic blues,traditional blues,0,2003
acoustic blues,traditional blues,0,2004
acoustic blues,traditional blues,0,2005
acoustic blues,traditional blues,0,2006
acoustic blues,traditional blues,0,2007
acoustic blues,traditional blues,0,2008
acoustic blues,traditional blues,0,2009
acoustic blues,traditional blues,0,2010
acoustic blues,traditional blues,0,2011
acoustic blues,traditional blues,0,2012
acoustic blues,traditional blues,0,2013
acoustic blues,traditional blues,0,2014
acoustic blues,traditional blues,0,2015
acoustic blues,traditional blues,0,2016
acoustic blues,traditional blues,0,2017
acoustic blues,traditional blues,0,2018
acoustic blues,traditional blues,0,2019
acoustic blues,traditional blues,0,2020
acoustic blues,traditional blues,0,2021
acoustic blues,traditional blues,0,2022
acoustic blues,traditional blues,0,2023
acoustic pop,alternative country,0,2000
acoustic pop,alternative country,0,2001
acoustic pop,alternative country,0,2002
acoustic pop,alternative country,0,2003
acoustic pop,alternative country,0,2004
acoustic pop,alternative country,0,2005
acoustic pop,alternative country,0,2006
acoustic pop,alternative country,0,2007
acoustic pop,alternative country,0,2008
acoustic pop,alternative country,0,2009
acoustic pop,alternative country,0,2010
acoustic pop,alternative country,0,2011
acoustic pop,alternative country,0,2012
acoustic pop,alternative country,0,2013
acoustic pop,alternative country,0,2014
acoustic pop,alternative country,0,2015
acoustic pop,alternative country,0,2016
acoustic pop,alternative country,0,2017
acoustic pop,alternative country,0,2018
acoustic pop,alternative country,0,2019
acoustic pop,alternative country,0,2020
acoustic pop,alternative country,0,2021
acoustic pop,alternative country,0,2022
acoustic pop,alternative country,0,2023
acoustic pop,british singer-songwriter,0,2000
acoustic pop,british singer-songwriter,0,2001
acoustic pop,british singer-songwriter,0,2002
acoustic pop,british singer-songwriter,0,2003
acoustic pop,british singer-songwriter,0,2004
acoustic pop,british singer-songwriter,0,2005
acoustic pop,british singer-songwriter,0,2006
acoustic pop,british singer-songwriter,0,2007
acoustic pop,british singer-songwriter,0,2008
acoustic pop,british singer-songwriter,0,2009
acoustic pop,british singer-songwriter,0,2010
acoustic pop,british singer-songwriter,0,2011
acoustic pop,british singer-songwriter,0,2012
acoustic pop,british singer-songwriter,0,2013
acoustic pop,british singer-songwriter,0,2014
acoustic pop,british singer-songwriter,0,2015
acoustic pop,british singer-songwriter,0,2016
acoustic pop,british singer-songwriter,0,2017
acoustic pop,british singer-songwriter,0,2018
acoustic pop,british singer-songwriter,0,2019
acoustic pop,british singer-songwriter,0,2020
acoustic pop,british singer-songwriter,0,2021
acoustic pop,british singer-songwriter,0,2022
acoustic pop,british singer-songwriter,0,2023
acoustic pop,ccm,0,2000
acoustic pop,ccm,0,2001
acoustic pop,ccm,0,2002
acoustic pop,ccm,0,2003
acoustic pop,ccm,0,2004
acoustic pop,ccm,0,2005
acoustic pop,ccm,0,2006
acoustic pop,ccm,0,2007
acoustic pop,ccm,0,2008
acoustic pop,ccm,0,2009
acoustic pop,ccm,0,2010
acoustic pop,ccm,0,2011
acoustic pop,ccm,0,2012
acoustic pop,ccm,0,2013
acoustic pop,ccm,0,2014
acoustic pop,ccm,0,2015
acoustic pop,ccm,0,2016
acoustic pop,ccm,0,2017
acoustic pop,ccm,0,2018
acoustic pop,ccm,0,2019
acoustic pop,ccm,0,2020
acoustic pop,ccm,0,2021
acoustic pop,ccm,0,2022
acoustic pop,ccm,0,2023
acoustic pop,chamber pop,0,2000
acoustic pop,chamber pop,0,2001
acoustic pop,chamber pop,0,2002
acoustic pop,chamber pop,0,2003
acoustic pop,chamber pop,0,2004
acoustic pop,chamber pop,0,2005
acoustic pop,chamber pop,0,2006
acoustic pop,chamber pop,0,2007
acoustic pop,chamber pop,0,2008
acoustic pop,chamber pop,0,2009
acoustic pop,chamber pop,0,2010
acoustic pop,chamber pop,0,2011
acoustic pop,chamber pop,0,2012
acoustic pop,chamber pop,0,2013
acoustic pop,chamber pop,0,2014
acoustic pop,chamber pop,0,2015
acoustic pop,chamber pop,0,2016
acoustic pop,chamber pop,0,2017
acoustic pop,chamber pop,0,2018
acoustic pop,chamber pop,0,2019
acoustic pop,chamber pop,0,2020
acoustic pop,chamber pop,0,2021
acoustic pop,chamber pop,0,2022
acoustic pop,chamber pop,0,2023
acoustic pop,christian indie,0,2000
acoustic pop,christian indie,0,2001
acoustic pop,christian indie,0,2002
acoustic pop,christian indie,0,2003
acoustic pop,christian indie,0,2004
acoustic pop,christian indie,0,2005
acoustic pop,christian indie,0,2006
acoustic pop,christian indie,0,2007
acoustic pop,christian indie,0,2008
acoustic pop,christian indie,0,2009
acoustic pop,christian indie,0,2010
acoustic pop,christian indie,0,2011
acoustic pop,christian indie,0,2012
acoustic pop,christian indie,0,2013
acoustic pop,christian indie,0,2014
acoustic pop,christian indie,0,2015
acoustic pop,christian indie,0,2016
acoustic pop,christian indie,0,2017
acoustic pop,christian indie,0,2018
acoustic pop,christian indie,0,2019
acoustic pop,christian indie,0,2020
acoustic pop,christian indie,0,2021
acoustic pop,christian indie,0,2022
acoustic pop,christian indie,0,2023
acoustic pop,christian music,0,2000
acoustic pop,christian music,0,2001
acoustic pop,christian music,0,2002
acoustic pop,christian music,0,2003
acoustic pop,christian music,0,2004
acoustic pop,christian music,0,2005
acoustic pop,christian music,0,2006
acoustic pop,christian music,0,2007
acoustic pop,christian music,0,2008
acoustic pop,christian music,0,2009
acoustic pop,christian music,0,2010
acoustic pop,christian music,0,2011
acoustic pop,christian music,0,2012
acoustic pop,christian music,0,2013
acoustic pop,christian music,0,2014
acoustic pop,christian music,0,2015
acoustic pop,christian music,0,2016
acoustic pop,christian music,0,2017
acoustic pop,christian music,0,2018
acoustic pop,christian music,0,2019
acoustic pop,christian music,0,2020
acoustic pop,christian music,0,2021
acoustic pop,christian music,0,2022
acoustic pop,christian music,0,2023
acoustic pop,christian uplift,0,2000
acoustic pop,christian uplift,0,2001
acoustic pop,christian uplift,0,2002
acoustic pop,christian uplift,0,2003
acoustic pop,christian uplift,0,2004
acoustic pop,christian uplift,0,2005
acoustic pop,christian uplift,0,2006
acoustic pop,christian uplift,0,2007
acoustic pop,christian uplift,0,2008
acoustic pop,christian uplift,0,2009
acoustic pop,christian uplift,0,2010
acoustic pop,christian uplift,0,2011
acoustic pop,christian uplift,0,2012
acoustic pop,christian uplift,0,2013
acoustic pop,christian uplift,0,2014
acoustic pop,christian uplift,0,2015
acoustic pop,christian uplift,0,2016
acoustic pop,christian uplift,0,2017
acoustic pop,christian uplift,0,2018
acoustic pop,christian uplift,0,2019
acoustic pop,christian uplift,0,2020
acoustic pop,christian uplift,0,2021
acoustic pop,christian uplift,0,2022
acoustic pop,christian uplift,0,2023
acoustic pop,deep new americana,0,2000
acoustic pop,deep new americana,0,2001
acoustic pop,deep new americana,0,2002
acoustic pop,deep new americana,0,2003
acoustic pop,deep new americana,0,2004
acoustic pop,deep new americana,0,2005
acoustic pop,deep new americana,0,2006
acoustic pop,deep new americana,0,2007
acoustic pop,deep new americana,0,2008
acoustic pop,deep new americana,0,2009
acoustic pop,deep new americana,0,2010
acoustic pop,deep new americana,0,2011
acoustic pop,deep new americana,0,2012
acoustic pop,deep new americana,0,2013
acoustic pop,deep new americana,0,2014
acoustic pop,deep new americana,0,2015
acoustic pop,deep new americana,0,2016
acoustic pop,deep new americana,0,2017
acoustic pop,deep new americana,0,2018
acoustic pop,deep new americana,0,2019
acoustic pop,deep new americana,0,2020
acoustic pop,deep new americana,0,2021
acoustic pop,deep new americana,0,2022
acoustic pop,deep new americana,0,2023
acoustic pop,ectofolk,0,2000
acoustic pop,ectofolk,0,2001
acoustic pop,ectofolk,0,2002
acoustic pop,ectofolk,0,2003
acoustic pop,ectofolk,0,2004
acoustic pop,ectofolk,0,2005
acoustic pop,ectofolk,0,2006
acoustic pop,ectofolk,0,2007
acoustic pop,ectofolk,0,2008
acoustic pop,ectofolk,0,2009
acoustic pop,ectofolk,0,2010
acoustic pop,ectofolk,0,2011
acoustic pop,ectofolk,0,2012
acoustic pop,ectofolk,0,2013
acoustic pop,ectofolk,0,2014
acoustic pop,ectofolk,0,2015
acoustic pop,ectofolk,0,2016
acoustic pop,ectofolk,0,2017
acoustic pop,ectofolk,0,2018
acoustic pop,ectofolk,0,2019
acoustic pop,ectofolk,0,2020
acoustic pop,ectofolk,0,2021
acoustic pop,ectofolk,0,2022
acoustic pop,ectofolk,0,2023
acoustic pop,folk,0,2000
acoustic pop,folk,0,2001
acoustic pop,folk,0,2002
acoustic pop,folk,0,2003
acoustic pop,folk,0,2004
acoustic pop,folk,0,2005
acoustic pop,folk,0,2006
acoustic pop,folk,0,2007
acoustic pop,folk,0,2008
acoustic pop,folk,0,2009
acoustic pop,folk,0,2010
acoustic pop,folk,0,2011
acoustic pop,folk,0,2012
acoustic pop,folk,0,2013
acoustic pop,folk,0,2014
acoustic pop,folk,0,2015
acoustic pop,folk,0,2016
acoustic pop,folk,0,2017
acoustic pop,folk,0,2018
acoustic pop,folk,0,2019
acoustic pop,folk,0,2020
acoustic pop,folk,0,2021
acoustic pop,folk,0,2022
acoustic pop,folk,0,2023
acoustic pop,folk-pop,0,2000
acoustic pop,folk-pop,0,2001
acoustic pop,folk-pop,0,2002
acoustic pop,folk-pop,0,2003
acoustic pop,folk-pop,0,2004
acoustic pop,folk-pop,0,2005
acoustic pop,folk-pop,1,2006
acoustic pop,folk-pop,0,2007
acoustic pop,folk-pop,1,2008
acoustic pop,folk-pop,0,2009
acoustic pop,folk-pop,1,2010
acoustic pop,folk-pop,0,2011
acoustic pop,folk-pop,0,2012
acoustic pop,folk-pop,1,2013
acoustic pop,folk-pop,1,2014
acoustic pop,folk-pop,0,2015
acoustic pop,folk-pop,0,2016
acoustic pop,folk-pop,0,2017
acoustic pop,folk-pop,0,2018
acoustic pop,folk-pop,0,2019
acoustic pop,folk-pop,0,2020
acoustic pop,folk-pop,0,2021
acoustic pop,folk-pop,0,2022
acoustic pop,folk-pop,0,2023
acoustic pop,idol,0,2000
acoustic pop,idol,0,2001
acoustic pop,idol,0,2002
acoustic pop,idol,0,2003
acoustic pop,idol,0,2004
acoustic pop,idol,0,2005
acoustic pop,idol,0,2006
acoustic pop,idol,0,2007
acoustic pop,idol,0,2008
acoustic pop,idol,0,2009
acoustic pop,idol,1,2010
acoustic pop,idol,0,2011
acoustic pop,idol,0,2012
acoustic pop,idol,0,2013
acoustic pop,idol,0,2014
acoustic pop,idol,0,2015
acoustic pop,idol,0,2016
acoustic pop,idol,0,2017
acoustic pop,idol,0,2018
acoustic pop,idol,0,2019
acoustic pop,idol,0,2020
acoustic pop,idol,0,2021
acoustic pop,idol,0,2022
acoustic pop,idol,0,2023
acoustic pop,indie anthem-folk,0,2000
acoustic pop,indie anthem-folk,0,2001
acoustic pop,indie anthem-folk,0,2002
acoustic pop,indie anthem-folk,0,2003
acoustic pop,indie anthem-folk,0,2004
acoustic pop,indie anthem-folk,0,2005
acoustic pop,indie anthem-folk,0,2006
acoustic pop,indie anthem-folk,0,2007
acoustic pop,indie anthem-folk,0,2008
acoustic pop,indie anthem-folk,0,2009
acoustic pop,indie anthem-folk,0,2010
acoustic pop,indie anthem-folk,0,2011
acoustic pop,indie anthem-folk,0,2012
acoustic pop,indie anthem-folk,0,2013
acoustic pop,indie anthem-folk,0,2014
acoustic pop,indie anthem-folk,0,2015
acoustic pop,indie anthem-folk,0,2016
acoustic pop,indie anthem-folk,0,2017
acoustic pop,indie anthem-folk,0,2018
acoustic pop,indie anthem-folk,0,2019
acoustic pop,indie anthem-folk,0,2020
acoustic pop,indie anthem-folk,0,2021
acoustic pop,indie anthem-folk,0,2022
acoustic pop,indie anthem-folk,0,2023
acoustic pop,indie folk,0,2000
acoustic pop,indie folk,0,2001
acoustic pop,indie folk,0,2002
acoustic pop,indie folk,0,2003
acoustic pop,indie folk,0,2004
acoustic pop,indie folk,0,2005
acoustic pop,indie folk,0,2006
acoustic pop,indie folk,0,2007
acoustic pop,indie folk,0,2008
acoustic pop,indie folk,0,2009
acoustic pop,indie folk,0,2010
acoustic pop,indie folk,0,2011
acoustic pop,indie folk,0,2012
acoustic pop,indie folk,0,2013
acoustic pop,indie folk,0,2014
acoustic pop,indie folk,0,2015
acoustic pop,indie folk,0,2016
acoustic pop,indie folk,0,2017
acoustic pop,indie folk,0,2018
acoustic pop,indie folk,0,2019
acoustic pop,indie folk,0,2020
acoustic pop,indie folk,0,2021
acoustic pop,indie folk,0,2022
acoustic pop,indie folk,0,2023
acoustic pop,indie pop,0,2000
acoustic pop,indie pop,0,2001
acoustic pop,indie pop,0,2002
acoustic pop,indie pop,0,2003
acoustic pop,indie pop,0,2004
acoustic pop,indie pop,0,2005
acoustic pop,indie pop,0,2006
acoustic pop,indie pop,0,2007
acoustic pop,indie pop,0,2008
acoustic pop,indie pop,0,2009
acoustic pop,indie pop,0,2010
acoustic pop,indie pop,0,2011
acoustic pop,indie pop,0,2012
acoustic pop,indie pop,0,2013
acoustic pop,indie pop,0,2014
acoustic pop,indie pop,0,2015
acoustic pop,indie pop,0,2016
acoustic pop,indie pop,0,2017
acoustic pop,indie pop,0,2018
acoustic pop,indie pop,0,2019
acoustic pop,indie pop,0,2020
acoustic pop,indie pop,0,2021
acoustic pop,indie pop,0,2022
acoustic pop,indie pop,0,2023
acoustic pop,indiecoustica,0,2000
acoustic pop,indiecoustica,0,2001
acoustic pop,indiecoustica,0,2002
acoustic pop,indiecoustica,0,2003
acoustic pop,indiecoustica,0,2004
acoustic pop,indiecoustica,0,2005
acoustic pop,indiecoustica,0,2006
acoustic pop,indiecoustica,0,2007
acoustic pop,indiecoustica,0,2008
acoustic pop,indiecoustica,0,2009
acoustic pop,indiecoustica,1,2010
acoustic pop,indiecoustica,0,2011
acoustic pop,indiecoustica,0,2012
acoustic pop,indiecoustica,0,2013
acoustic pop,indiecoustica,0,2014
acoustic pop,indiecoustica,0,2015
acoustic pop,indiecoustica,0,2016
acoustic pop,indiecoustica,0,2017
acoustic pop,indiecoustica,0,2018
acoustic pop,indiecoustica,0,2019
acoustic pop,indiecoustica,0,2020
acoustic pop,indiecoustica,0,2021
acoustic pop,indiecoustica,0,2022
acoustic pop,indiecoustica,0,2023
acoustic pop,indy indie,0,2000
acoustic pop,indy indie,0,2001
acoustic pop,indy indie,0,2002
acoustic pop,indy indie,0,2003
acoustic pop,indy indie,0,2004
acoustic pop,indy indie,0,2005
acoustic pop,indy indie,0,2006
acoustic pop,indy indie,0,2007
acoustic pop,indy indie,0,2008
acoustic pop,indy indie,0,2009
acoustic pop,indy indie,0,2010
acoustic pop,indy indie,0,2011
acoustic pop,indy indie,0,2012
acoustic pop,indy indie,0,2013
acoustic pop,indy indie,0,2014
acoustic pop,indy indie,0,2015
acoustic pop,indy indie,0,2016
acoustic pop,indy indie,0,2017
acoustic pop,indy indie,0,2018
acoustic pop,indy indie,0,2019
acoustic pop,indy indie,0,2020
acoustic pop,indy indie,0,2021
acoustic pop,indy indie,0,2022
acoustic pop,indy indie,0,2023
acoustic pop,irish singer-songwriter,0,2000
acoustic pop,irish singer-songwriter,0,2001
acoustic pop,irish singer-songwriter,0,2002
acoustic pop,irish singer-songwriter,0,2003
acoustic pop,irish singer-songwriter,0,2004
acoustic pop,irish singer-songwriter,0,2005
acoustic pop,irish singer-songwriter,0,2006
acoustic pop,irish singer-songwriter,0,2007
acoustic pop,irish singer-songwriter,0,2008
acoustic pop,irish singer-songwriter,0,2009
acoustic pop,irish singer-songwriter,0,2010
acoustic pop,irish singer-songwriter,0,2011
acoustic pop,irish singer-songwriter,0,2012
acoustic pop,irish singer-songwriter,0,2013
acoustic pop,irish singer-songwriter,0,2014
acoustic pop,irish singer-songwriter,0,2015
acoustic pop,irish singer-songwriter,0,2016
acoustic pop,irish singer-songwriter,0,2017
acoustic pop,irish singer-songwriter,0,2018
acoustic pop,irish singer-songwriter,0,2019
acoustic pop,irish singer-songwriter,0,2020
acoustic pop,irish singer-songwriter,0,2021
acoustic pop,irish singer-songwriter,0,2022
acoustic pop,irish singer-songwriter,0,2023
acoustic pop,lilith,0,2000
acoustic pop,lilith,0,2001
acoustic pop,lilith,0,2002
acoustic pop,lilith,0,2003
acoustic pop,lilith,0,2004
acoustic pop,lilith,0,2005
acoustic pop,lilith,1,2006
acoustic pop,lilith,0,2007
acoustic pop,lilith,1,2008
acoustic pop,lilith,0,2009
acoustic pop,lilith,1,2010
acoustic pop,lilith,0,2011
acoustic pop,lilith,0,2012
acoustic pop,lilith,1,2013
acoustic pop,lilith,1,2014
acoustic pop,lilith,0,2015
acoustic pop,lilith,0,2016
acoustic pop,lilith,0,2017
acoustic pop,lilith,0,2018
acoustic pop,lilith,0,2019
acoustic pop,lilith,0,2020
acoustic pop,lilith,0,2021
acoustic pop,lilith,0,2022
acoustic pop,lilith,0,2023
acoustic pop,neo mellow,1,2000
acoustic pop,neo mellow,0,2001
acoustic pop,neo mellow,1,2002
acoustic pop,neo mellow,1,2003
acoustic pop,neo mellow,1,2004
acoustic pop,neo mellow,3,2005
acoustic pop,neo mellow,1,2006
acoustic pop,neo mellow,0,2007
acoustic pop,neo mellow,3,2008
acoustic pop,neo mellow,2,2009
acoustic pop,neo mellow,2,2010
acoustic pop,neo mellow,0,2011
acoustic pop,neo mellow,2,2012
acoustic pop,neo mellow,1,2013
acoustic pop,neo mellow,1,2014
acoustic pop,neo mellow,0,2015
acoustic pop,neo mellow,0,2016
acoustic pop,neo mellow,0,2017
acoustic pop,neo mellow,0,2018
acoustic pop,neo mellow,0,2019
acoustic pop,neo mellow,0,2020
acoustic pop,neo mellow,0,2021
acoustic pop,neo mellow,0,2022
acoustic pop,neo mellow,0,2023
acoustic pop,new americana,0,2000
acoustic pop,new americana,0,2001
acoustic pop,new americana,0,2002
acoustic pop,new americana,0,2003
acoustic pop,new americana,0,2004
acoustic pop,new americana,0,2005
